Order ID,Order Date,Customer ID,Customer Name,Customer Type,Segment,Region,State,City,Category,Sub-Category,Product ID,Product Name,Sales,Quantity,Discount,Cost,Profit,Returned,First Purchase Date
O001021,2023-07-04,C0934,Customer 0934,Repeat,Corporate,North,Uttarakhand,Dehradun,Technology,Accessories,P018,Noise Cancelling Headset,5421.61,1,0.1,2432.35,2989.26,No,2023-06-30
O001028,2023-07-05,C0218,Customer 0218,New,Consumer,North,Delhi,Delhi,Office Supplies,Writing,P010,Premium Pen Set,578.2,1,0.15,229.87,348.34,No,2023-07-05
O001106,2023-07-05,C1429,Customer 1429,Repeat,Small Business,South,Telangana,Hyderabad,Technology,Accessories,P011,Wireless Mouse,1086.24,1,0.1,437.86,648.38,No,2023-04-02
O001115,2023-07-05,C0800,Customer 0800,New,Corporate,South,Telangana,Hyderabad,Technology,Accessories,P018,Noise Cancelling Headset,4842.96,1,0.15,2221.73,2621.22,No,2023-07-05
O000989,2023-07-06,C1196,Customer 1196,New,Small Business,North,Delhi,Delhi,Technology,Accessories,P018,Noise Cancelling Headset,5615.25,1,0.1,2553.11,3062.14,No,2023-07-06
O001032,2023-07-06,C1140,Customer 1140,Repeat,Consumer,South,Tamil Nadu,Chennai,Technology,Accessories,P015,Webcam,6616.92,2,0.05,2736.81,-194.01,Yes,2023-02-10
O001033,2023-07-06,C0108,Customer 0108,Repeat,Corporate,West,Gujarat,Ahmedabad,Furniture,Tables,P003,Office Desk,33857.44,3,0.1,16721.62,17135.83,No,2023-05-26
O001083,2023-07-06,C0246,Customer 0246,New,Corporate,North,Uttar Pradesh,Lucknow,Office Supplies,Paper,P006,Notebook Pack,1514.38,4,0.05,537.67,976.7,No,2023-07-06
O001084,2023-07-06,C1209,Customer 1209,Repeat,Consumer,East,Jharkhand,Ranchi,Furniture,Chairs,P002,Ergonomic Chair,25800.13,3,0.0,11303.04,14497.09,No,2023-01-22
O001117,2023-07-06,C0073,Customer 0073,Repeat,Corporate,West,Maharashtra,Pune,Office Supplies,Binders,P008,Stapler Set,432.86,2,0.15,158.46,274.4,No,2023-05-01
O000992,2023-07-07,C1245,Customer 1245,New,Corporate,South,Tamil Nadu,Coimbatore,Office Supplies,Writing,P010,Premium Pen Set,1170.99,2,0.1,479.28,691.71,No,2023-07-07
O001002,2023-07-07,C0824,Customer 0824,Repeat,Corporate,West,Madhya Pradesh,Indore,Office Supplies,Binders,P008,Stapler Set,241.68,1,0.1,91.28,150.4,No,2023-02-28
O001014,2023-07-07,C0606,Customer 0606,Repeat,Corporate,North,Rajasthan,Jaipur,Furniture,Tables,P003,Office Desk,10868.16,1,0.15,5267.07,5601.09,No,2023-01-18
O001022,2023-07-07,C1354,Customer 1354,Repeat,Corporate,South,Tamil Nadu,Chennai,Office Supplies,Binders,P008,Stapler Set,254.95,1,0.0,87.91,167.04,No,2023-01-26
O001050,2023-07-07,C0080,Customer 0080,Repeat,Corporate,South,Telangana,Hyderabad,Technology,Printers,P016,Laser Printer,13170.64,1,0.05,7137.62,6033.03,No,2023-05-08
O001068,2023-07-07,C0455,Customer 0455,New,Corporate,South,Karnataka,Bengaluru,Technology,Accessories,P015,Webcam,3243.7,1,0.1,1419.54,1824.17,No,2023-07-07
O001107,2023-07-07,C1301,Customer 1301,New,Corporate,North,Uttar Pradesh,Lucknow,Office Supplies,Binders,P008,Stapler Set,462.34,2,0.1,177.6,284.74,No,2023-07-07
O001114,2023-07-07,C0062,Customer 0062,Repeat,Consumer,South,Tamil Nadu,Chennai,Office Supplies,Paper,P006,Notebook Pack,1619.44,4,0.0,599.61,1019.83,No,2023-06-29
O001001,2023-07-08,C1418,Customer 1418,New,Consumer,South,Tamil Nadu,Chennai,Office Supplies,Paper,P006,Notebook Pack,385.86,1,0.05,133.16,252.7,No,2023-07-08
O001005,2023-07-08,C1369,Customer 1369,Repeat,Consumer,North,Uttarakhand,Dehradun,Furniture,Tables,P003,Office Desk,12136.65,1,0.05,6078.72,6057.93,No,2023-04-02
O001026,2023-07-08,C0424,Customer 0424,Repeat,Consumer,North,Uttarakhand,Dehradun,Office Supplies,Paper,P006,Notebook Pack,393.77,1,0.05,136.71,257.07,No,2023-04-14
O001076,2023-07-08,C0223,Customer 0223,New,Consumer,East,Assam,Guwahati,Office Supplies,Paper,P007,Printer Paper Box,737.96,1,0.05,317.04,420.92,No,2023-07-08
O000994,2023-07-09,C0024,Customer 0024,Repeat,Small Business,West,Maharashtra,Pune,Office Supplies,Storage,P009,File Organizer,482.41,1,0.1,180.53,301.88,No,2023-01-11
O001015,2023-07-09,C1459,Customer 1459,Repeat,Consumer,North,Uttarakhand,Dehradun,Technology,Accessories,P015,Webcam,6498.0,2,0.15,2773.67,3724.34,No,2023-05-05
O001062,2023-07-09,C0456,Customer 0456,Repeat,Small Business,South,Tamil Nadu,Chennai,Technology,Accessories,P018,Noise Cancelling Headset,5751.84,1,0.05,2547.89,3203.95,No,2023-06-08
O001063,2023-07-09,C0050,Customer 0050,New,Consumer,North,Uttar Pradesh,Lucknow,Office Supplies,Storage,P009,File Organizer,1400.37,3,0.15,512.62,887.75,No,2023-07-09
O001081,2023-07-09,C0154,Customer 0154,Repeat,Consumer,North,Delhi,Delhi,Technology,Monitors,P013,27-inch Monitor,15439.41,1,0.15,7961.86,7477.55,No,2023-01-19
O001121,2023-07-09,C0943,Customer 0943,New,Corporate,North,Uttarakhand,Dehradun,Technology,Accessories,P014,USB-C Hub,2002.75,1,0.1,835.91,1166.84,No,2023-07-09
O001130,2023-07-09,C1214,Customer 1214,New,Consumer,North,Uttarakhand,Dehradun,Technology,Accessories,P014,USB-C Hub,5795.48,3,0.1,2456.46,3339.02,No,2023-07-09
O001037,2023-07-10,C0226,Customer 0226,Repeat,Consumer,North,Delhi,Delhi,Office Supplies,Storage,P009,File Organizer,1096.54,2,0.05,415.25,681.29,No,2023-01-03
O001039,2023-07-10,C0424,Customer 0424,Repeat,Consumer,North,Rajasthan,Jaipur,Technology,Accessories,P011,Wireless Mouse,1127.99,1,0.05,452.36,675.63,No,2023-04-14
O001060,2023-07-10,C1281,Customer 1281,New,Consumer,West,Maharashtra,Mumbai,Technology,Accessories,P014,USB-C Hub,3830.44,2,0.1,1589.52,2240.92,No,2023-07-10
O001111,2023-07-10,C0622,Customer 0622,Repeat,Consumer,West,Gujarat,Ahmedabad,Technology,Accessories,P018,Noise Cancelling Headset,11646.64,2,0.1,5510.04,6136.6,No,2023-04-13
O001131,2023-07-10,C1263,Customer 1263,Repeat,Consumer,West,Madhya Pradesh,Indore,Technology,Accessories,P018,Noise Cancelling Headset,5643.84,1,0.1,2492.43,3151.4,No,2023-01-24
O001020,2023-07-11,C0733,Customer 0733,New,Consumer,South,Tamil Nadu,Chennai,Office Supplies,Binders,P008,Stapler Set,234.54,1,0.1,86.32,148.22,No,2023-07-11
O001043,2023-07-11,C0014,Customer 0014,New,Corporate,West,Maharashtra,Mumbai,Office Supplies,Binders,P008,Stapler Set,251.08,1,0.05,90.63,160.46,No,2023-07-11
O001064,2023-07-11,C1308,Customer 1308,New,Consumer,South,Kerala,Kochi,Office Supplies,Paper,P006,Notebook Pack,424.77,1,0.0,148.95,275.82,No,2023-07-11
O001088,2023-07-11,C1456,Customer 1456,New,Corporate,West,Maharashtra,Pune,Office Supplies,Storage,P009,File Organizer,1018.92,2,0.1,375.0,643.92,No,2023-07-11
O001133,2023-07-11,C1249,Customer 1249,New,Consumer,North,Chandigarh,Chandigarh,Office Supplies,Paper,P006,Notebook Pack,354.43,1,0.15,130.81,223.62,No,2023-07-11
O001035,2023-07-12,C1014,Customer 1014,New,Consumer,South,Tamil Nadu,Coimbatore,Technology,Accessories,P014,USB-C Hub,1730.09,1,0.15,737.78,992.31,No,2023-07-12
O001054,2023-07-12,C0016,Customer 0016,Repeat,Consumer,South,Tamil Nadu,Coimbatore,Office Supplies,Paper,P006,Notebook Pack,372.36,1,0.1,131.05,241.31,No,2023-02-20
O001067,2023-07-12,C0259,Customer 0259,New,Corporate,North,Chandigarh,Chandigarh,Technology,Accessories,P011,Wireless Mouse,2135.05,2,0.05,861.38,1273.68,No,2023-07-12
O001070,2023-07-12,C0536,Customer 0536,Repeat,Consumer,West,Madhya Pradesh,Indore,Technology,Accessories,P012,Mechanical Keyboard,2715.7,1,0.05,1227.4,1488.3,No,2023-03-12
O001096,2023-07-12,C0592,Customer 0592,Repeat,Consumer,North,Uttar Pradesh,Lucknow,Office Supplies,Paper,P007,Printer Paper Box,1933.66,3,0.1,764.89,1168.77,No,2023-02-16
O001000,2023-07-13,C1137,Customer 1137,New,Consumer,South,Karnataka,Bengaluru,Furniture,Storage,P004,Bookshelf,7252.2,1,0.0,3374.1,3878.1,No,2023-07-13
O001023,2023-07-13,C0372,Customer 0372,Repeat,Consumer,North,Chandigarh,Chandigarh,Office Supplies,Paper,P007,Printer Paper Box,740.48,1,0.05,298.48,442.0,No,2023-02-21
O001052,2023-07-13,C1432,Customer 1432,Repeat,Small Business,East,Assam,Guwahati,Office Supplies,Writing,P010,Premium Pen Set,557.45,1,0.1,222.73,334.72,No,2023-03-13
O001058,2023-07-13,C0111,Customer 0111,New,Consumer,North,Uttar Pradesh,Lucknow,Office Supplies,Storage,P009,File Organizer,488.59,1,0.1,195.8,292.8,No,2023-07-13
O001069,2023-07-13,C0814,Customer 0814,New,Small Business,South,Karnataka,Bengaluru,Office Supplies,Binders,P008,Stapler Set,260.81,1,0.05,90.88,169.93,No,2023-07-13
O001078,2023-07-13,C1259,Customer 1259,Repeat,Corporate,South,Kerala,Kochi,Office Supplies,Paper,P006,Notebook Pack,390.64,1,0.05,139.96,250.68,No,2023-01-25
O001102,2023-07-13,C0182,Customer 0182,New,Consumer,North,Chandigarh,Chandigarh,Technology,Monitors,P013,27-inch Monitor,14446.03,1,0.2,7589.39,6856.64,No,2023-07-13
O000990,2023-07-14,C0890,Customer 0890,New,Consumer,North,Uttarakhand,Dehradun,Technology,Accessories,P014,USB-C Hub,4016.65,2,0.05,1622.59,2394.06,No,2023-07-14
O000999,2023-07-14,C0818,Customer 0818,Repeat,Corporate,North,Uttar Pradesh,Lucknow,Office Supplies,Lighting,P005,LED Desk Lamp,2720.49,2,0.1,1212.38,1508.11,No,2023-05-18
O001047,2023-07-14,C1043,Customer 1043,Repeat,Corporate,West,Madhya Pradesh,Indore,Technology,Accessories,P011,Wireless Mouse,938.62,1,0.1,376.72,561.9,No,2023-06-28
O001079,2023-07-14,C0414,Customer 0414,New,Consumer,South,Kerala,Kochi,Technology,Accessories,P014,USB-C Hub,3850.23,2,0.1,1550.79,2299.44,No,2023-07-14
O001100,2023-07-14,C0491,Customer 0491,New,Consumer,North,Delhi,Delhi,Office Supplies,Paper,P007,Printer Paper Box,640.85,1,0.1,256.27,384.58,No,2023-07-14
O000982,2023-07-15,C0266,Customer 0266,Repeat,Corporate,West,Madhya Pradesh,Indore,Furniture,Chairs,P002,Ergonomic Chair,7087.58,1,0.1,3321.67,-188.3,Yes,2023-06-09
O001036,2023-07-15,C1255,Customer 1255,Repeat,Consumer,North,Rajasthan,Jaipur,Technology,Accessories,P012,Mechanical Keyboard,2462.82,1,0.1,1092.1,1370.72,No,2023-05-27
O001072,2023-07-15,C0104,Customer 0104,New,Consumer,West,Madhya Pradesh,Indore,Office Supplies,Binders,P008,Stapler Set,220.48,1,0.1,81.71,138.77,No,2023-07-15
O001082,2023-07-15,C0876,Customer 0876,Repeat,Corporate,West,Gujarat,Surat,Office Supplies,Storage,P009,File Organizer,1576.51,3,0.05,564.48,1012.03,No,2023-02-20
O001090,2023-07-15,C0654,Customer 0654,Repeat,Consumer,North,Chandigarh,Chandigarh,Office Supplies,Paper,P006,Notebook Pack,863.24,2,0.0,309.1,554.14,No,2023-05-10
O001120,2023-07-15,C0786,Customer 0786,New,Consumer,South,Tamil Nadu,Chennai,Technology,Accessories,P015,Webcam,6298.6,2,0.1,2677.37,3621.24,No,2023-07-15
O000995,2023-07-16,C0513,Customer 0513,Repeat,Corporate,West,Gujarat,Surat,Technology,Accessories,P012,Mechanical Keyboard,2483.93,1,0.1,1053.63,-71.51,Yes,2023-03-09
O001010,2023-07-16,C0777,Customer 0777,Repeat,Corporate,North,Delhi,Delhi,Technology,Accessories,P014,USB-C Hub,4053.13,2,0.1,1655.2,2397.93,No,2023-02-14
O001056,2023-07-16,C1057,Customer 1057,Repeat,Consumer,West,Maharashtra,Pune,Furniture,Office Furniture,P001,Laptop Stand,1186.32,1,0.05,524.52,661.8,No,2023-02-09
O001091,2023-07-16,C1394,Customer 1394,New,Consumer,South,Tamil Nadu,Chennai,Office Supplies,Storage,P009,File Organizer,1109.95,2,0.05,439.71,-33.51,Yes,2023-07-16
O001017,2023-07-17,C1042,Customer 1042,New,Small Business,North,Delhi,Delhi,Office Supplies,Storage,P009,File Organizer,534.4,1,0.0,198.91,335.49,No,2023-07-17
O001019,2023-07-17,C1226,Customer 1226,New,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Paper,P007,Printer Paper Box,1411.3,2,0.1,565.85,845.45,No,2023-07-17
O001040,2023-07-17,C0714,Customer 0714,Repeat,Consumer,North,Chandigarh,Chandigarh,Furniture,Tables,P003,Office Desk,12614.88,1,0.05,6206.71,6408.17,No,2023-03-10
O001053,2023-07-17,C0365,Customer 0365,Repeat,Corporate,West,Maharashtra,Mumbai,Technology,Accessories,P018,Noise Cancelling Headset,22498.7,4,0.1,10055.96,12442.74,No,2023-06-01
O001129,2023-07-17,C1287,Customer 1287,Repeat,Consumer,West,Madhya Pradesh,Indore,Office Supplies,Paper,P007,Printer Paper Box,1386.48,2,0.05,562.09,824.4,No,2023-03-07
O000980,2023-07-18,C1432,Customer 1432,Repeat,Small Business,East,West Bengal,Kolkata,Office Supplies,Paper,P006,Notebook Pack,368.48,1,0.1,127.94,240.55,No,2023-03-13
O001007,2023-07-18,C0354,Customer 0354,Repeat,Consumer,South,Kerala,Kochi,Technology,Printers,P016,Laser Printer,25190.34,2,0.05,13132.58,12057.76,No,2023-02-06
O001024,2023-07-18,C0959,Customer 0959,New,Consumer,East,Odisha,Bhubaneswar,Furniture,Chairs,P002,Ergonomic Chair,32986.75,4,0.1,14803.47,18183.29,No,2023-07-18
O001034,2023-07-18,C0594,Customer 0594,Repeat,Corporate,East,Bihar,Patna,Technology,Storage,P017,External SSD 1TB,6987.78,1,0.1,3763.01,3224.77,No,2023-01-27
O001044,2023-07-18,C1354,Customer 1354,Repeat,Corporate,East,West Bengal,Kolkata,Office Supplies,Writing,P010,Premium Pen Set,1312.77,2,0.05,527.24,785.53,No,2023-01-26
O001046,2023-07-18,C0894,Customer 0894,Repeat,Corporate,West,Gujarat,Surat,Office Supplies,Paper,P007,Printer Paper Box,651.25,1,0.05,259.07,392.18,No,2023-02-01
O001119,2023-07-18,C0374,Customer 0374,New,Small Business,South,Kerala,Kochi,Office Supplies,Storage,P009,File Organizer,521.03,1,0.05,197.32,323.72,No,2023-07-18
O000977,2023-07-19,C1438,Customer 1438,New,Corporate,North,Rajasthan,Jaipur,Office Supplies,Binders,P008,Stapler Set,217.09,1,0.15,76.03,141.06,No,2023-07-19
O000987,2023-07-19,C1127,Customer 1127,Repeat,Corporate,North,Uttarakhand,Dehradun,Office Supplies,Binders,P008,Stapler Set,268.89,1,0.0,94.63,174.25,No,2023-01-31
O001061,2023-07-19,C1129,Customer 1129,Repeat,Consumer,South,Tamil Nadu,Chennai,Technology,Accessories,P014,USB-C Hub,2214.79,1,0.05,919.41,-64.77,Yes,2023-06-11
O001077,2023-07-19,C1191,Customer 1191,Repeat,Consumer,South,Tamil Nadu,Chennai,Technology,Accessories,P014,USB-C Hub,2120.18,1,0.05,878.34,1241.84,No,2023-04-29
O001085,2023-07-19,C1105,Customer 1105,Repeat,Corporate,North,Chandigarh,Chandigarh,Furniture,Office Furniture,P001,Laptop Stand,1129.43,1,0.1,492.75,636.68,No,2023-01-20
O001126,2023-07-19,C0563,Customer 0563,Repeat,Consumer,North,Rajasthan,Jaipur,Technology,Accessories,P012,Mechanical Keyboard,5468.12,2,0.0,2524.24,2943.88,No,2023-01-03
O001128,2023-07-19,C1090,Customer 1090,Repeat,Corporate,West,Gujarat,Ahmedabad,Technology,Accessories,P011,Wireless Mouse,1028.59,1,0.1,419.63,608.96,No,2023-01-24
O000984,2023-07-20,C1417,Customer 1417,New,Consumer,South,Kerala,Kochi,Office Supplies,Paper,P006,Notebook Pack,755.31,2,0.1,271.41,483.9,No,2023-07-20
O000997,2023-07-20,C0157,Customer 0157,Repeat,Small Business,West,Maharashtra,Mumbai,Furniture,Storage,P004,Bookshelf,17302.93,3,0.15,7881.37,9421.56,No,2023-06-07
O001055,2023-07-20,C1458,Customer 1458,Repeat,Small Business,West,Gujarat,Surat,Technology,Printers,P016,Laser Printer,40982.95,3,0.05,21350.05,19632.9,No,2023-04-17
O001075,2023-07-20,C0684,Customer 0684,Repeat,Consumer,South,Tamil Nadu,Chennai,Technology,Accessories,P011,Wireless Mouse,1710.35,2,0.2,711.71,998.64,No,2023-05-02
O001087,2023-07-20,C0638,Customer 0638,Repeat,Consumer,West,Gujarat,Ahmedabad,Technology,Accessories,P018,Noise Cancelling Headset,5761.25,1,0.05,2614.34,3146.92,No,2023-03-07
O001093,2023-07-20,C0462,Customer 0462,New,Consumer,South,Tamil Nadu,Coimbatore,Technology,Printers,P016,Laser Printer,23753.4,2,0.2,12443.91,11309.5,No,2023-07-20
O001097,2023-07-20,C0857,Customer 0857,Repeat,Consumer,South,Tamil Nadu,Coimbatore,Technology,Storage,P017,External SSD 1TB,6666.51,1,0.1,3504.33,3162.18,No,2023-02-01
O001101,2023-07-20,C0502,Customer 0502,Repeat,Corporate,South,Telangana,Hyderabad,Office Supplies,Lighting,P005,LED Desk Lamp,1200.03,1,0.15,553.59,646.44,No,2023-01-30
O001109,2023-07-20,C0472,Customer 0472,New,Consumer,West,Maharashtra,Mumbai,Technology,Accessories,P011,Wireless Mouse,1138.75,1,0.05,478.64,660.11,No,2023-07-20
O000979,2023-07-21,C0662,Customer 0662,Repeat,Consumer,West,Maharashtra,Pune,Furniture,Storage,P004,Bookshelf,13988.65,2,0.05,6163.95,7824.7,No,2023-02-14
O000988,2023-07-21,C1321,Customer 1321,Repeat,Corporate,South,Tamil Nadu,Chennai,Technology,Accessories,P012,Mechanical Keyboard,4652.04,2,0.15,2171.7,2480.34,No,2023-06-12
O001012,2023-07-21,C1136,Customer 1136,New,Corporate,North,Delhi,Delhi,Technology,Accessories,P018,Noise Cancelling Headset,5837.39,1,0.05,2481.6,3355.79,No,2023-07-21
O001027,2023-07-21,C0910,Customer 0910,Repeat,Consumer,South,Karnataka,Bengaluru,Technology,Accessories,P018,Noise Cancelling Headset,10391.69,2,0.15,4692.22,5699.47,No,2023-03-23
O001031,2023-07-21,C0094,Customer 0094,Repeat,Consumer,West,Maharashtra,Pune,Office Supplies,Lighting,P005,LED Desk Lamp,1354.03,1,0.05,553.63,800.4,No,2023-05-28
O001042,2023-07-21,C0424,Customer 0424,Repeat,Consumer,North,Rajasthan,Jaipur,Technology,Accessories,P018,Noise Cancelling Headset,5890.48,1,0.05,2773.28,3117.2,No,2023-04-14
O001073,2023-07-21,C1220,Customer 1220,Repeat,Consumer,South,Tamil Nadu,Chennai,Technology,Accessories,P011,Wireless Mouse,978.6,1,0.1,389.1,589.5,No,2023-04-07
O001113,2023-07-21,C0608,Customer 0608,Repeat,Consumer,South,Karnataka,Bengaluru,Office Supplies,Lighting,P005,LED Desk Lamp,2803.7,2,0.0,1177.44,-81.31,Yes,2023-05-15
O000978,2023-07-22,C0800,Customer 0800,New,Corporate,North,Uttar Pradesh,Lucknow,Office Supplies,Paper,P006,Notebook Pack,359.22,1,0.15,129.78,229.44,No,2023-07-05
O001009,2023-07-22,C1163,Customer 1163,Repeat,Small Business,North,Rajasthan,Jaipur,Technology,Accessories,P012,Mechanical Keyboard,2575.48,1,0.05,1146.67,1428.81,No,2023-03-14
O001016,2023-07-22,C0092,Customer 0092,New,Corporate,North,Uttar Pradesh,Lucknow,Office Supplies,Paper,P007,Printer Paper Box,732.0,1,0.15,303.18,428.82,No,2023-07-22
O001116,2023-07-22,C1279,Customer 1279,Repeat,Consumer,West,Madhya Pradesh,Indore,Furniture,Chairs,P002,Ergonomic Chair,7700.07,1,0.1,3518.34,4181.74,No,2023-03-11
O001029,2023-07-23,C1488,Customer 1488,Repeat,Consumer,South,Tamil Nadu,Coimbatore,Office Supplies,Binders,P008,Stapler Set,488.84,2,0.1,183.41,305.43,No,2023-04-04
O001123,2023-07-23,C0543,Customer 0543,New,Corporate,South,Telangana,Hyderabad,Office Supplies,Storage,P009,File Organizer,1524.4,3,0.1,578.0,946.41,No,2023-07-23
O001134,2023-07-23,C1381,Customer 1381,Repeat,Consumer,North,Rajasthan,Jaipur,Technology,Accessories,P011,Wireless Mouse,1902.05,2,0.1,777.58,1124.47,No,2023-01-23
O001003,2023-07-24,C0375,Customer 0375,Repeat,Corporate,West,Maharashtra,Pune,Technology,Storage,P017,External SSD 1TB,6856.63,1,0.15,3722.01,3134.62,No,2023-02-28
O001018,2023-07-24,C1382,Customer 1382,New,Consumer,West,Madhya Pradesh,Indore,Furniture,Office Furniture,P001,Laptop Stand,1111.79,1,0.1,478.9,632.89,No,2023-07-24
O001048,2023-07-24,C0472,Customer 0472,New,Consumer,North,Chandigarh,Chandigarh,Technology,Accessories,P018,Noise Cancelling Headset,5454.5,1,0.15,2348.52,3105.98,No,2023-07-20
O001065,2023-07-24,C1279,Customer 1279,Repeat,Consumer,East,Assam,Guwahati,Office Supplies,Storage,P009,File Organizer,1038.5,2,0.15,386.29,652.21,No,2023-03-11
O001086,2023-07-24,C0598,Customer 0598,New,Consumer,North,Uttar Pradesh,Lucknow,Technology,Accessories,P015,Webcam,2934.7,1,0.2,1276.94,1657.75,No,2023-07-24
O001092,2023-07-24,C1094,Customer 1094,Repeat,Consumer,South,Kerala,Kochi,Technology,Accessories,P011,Wireless Mouse,1707.95,2,0.2,742.83,965.11,No,2023-03-05
O001098,2023-07-24,C1329,Customer 1329,Repeat,Consumer,North,Uttar Pradesh,Lucknow,Technology,Storage,P017,External SSD 1TB,6697.8,1,0.1,3339.47,3358.33,No,2023-06-22
O001103,2023-07-24,C1468,Customer 1468,New,Consumer,West,Maharashtra,Pune,Office Supplies,Paper,P007,Printer Paper Box,1418.82,2,0.05,543.09,875.73,No,2023-07-24
O001108,2023-07-24,C1311,Customer 1311,Repeat,Consumer,South,Telangana,Hyderabad,Technology,Storage,P017,External SSD 1TB,6531.26,1,0.1,3460.78,3070.47,No,2023-04-01
O001125,2023-07-24,C0507,Customer 0507,New,Corporate,West,Gujarat,Ahmedabad,Technology,Accessories,P012,Mechanical Keyboard,2325.88,1,0.15,1009.85,1316.03,No,2023-07-24
O001132,2023-07-24,C1329,Customer 1329,Repeat,Consumer,West,Maharashtra,Pune,Office Supplies,Storage,P009,File Organizer,1575.41,3,0.1,572.32,1003.09,No,2023-06-22
O001095,2023-07-25,C0343,Customer 0343,Repeat,Small Business,West,Gujarat,Surat,Technology,Accessories,P014,USB-C Hub,1927.87,1,0.1,798.08,1129.79,No,2023-03-07
O001118,2023-07-25,C0922,Customer 0922,New,Consumer,South,Kerala,Kochi,Technology,Accessories,P012,Mechanical Keyboard,5563.21,2,0.0,2580.4,2982.81,No,2023-07-25
O001124,2023-07-25,C1349,Customer 1349,New,Consumer,North,Uttarakhand,Dehradun,Office Supplies,Storage,P009,File Organizer,1142.14,2,0.05,430.52,711.62,No,2023-07-25
O000986,2023-07-26,C0384,Customer 0384,Repeat,Corporate,North,Uttar Pradesh,Lucknow,Technology,Accessories,P011,Wireless Mouse,1927.34,2,0.1,792.72,1134.62,No,2023-05-06
O000996,2023-07-26,C0290,Customer 0290,Repeat,Corporate,East,Assam,Guwahati,Technology,Accessories,P011,Wireless Mouse,987.64,1,0.1,396.42,591.22,No,2023-01-30
O000983,2023-07-27,C0210,Customer 0210,New,Consumer,South,Kerala,Kochi,Furniture,Tables,P003,Office Desk,11917.73,1,0.05,6032.15,5885.58,No,2023-07-27
O001011,2023-07-27,C1433,Customer 1433,Repeat,Consumer,West,Gujarat,Ahmedabad,Furniture,Chairs,P002,Ergonomic Chair,7426.61,1,0.1,3468.85,3957.76,No,2023-05-17
O001041,2023-07-27,C1407,Customer 1407,Repeat,Corporate,North,Delhi,Delhi,Office Supplies,Lighting,P005,LED Desk Lamp,1462.83,1,0.05,607.13,855.71,No,2023-04-13
O001049,2023-07-27,C0204,Customer 0204,New,Corporate,North,Rajasthan,Jaipur,Technology,Monitors,P013,27-inch Monitor,16869.77,1,0.1,8102.86,8766.92,No,2023-07-27
O001094,2023-07-27,C0009,Customer 0009,Repeat,Consumer,West,Maharashtra,Mumbai,Office Supplies,Paper,P006,Notebook Pack,378.31,1,0.05,133.76,244.55,No,2023-04-13
O001112,2023-07-27,C0970,Customer 0970,Repeat,Consumer,East,West Bengal,Kolkata,Office Supplies,Binders,P008,Stapler Set,220.32,1,0.1,80.81,-6.98,Yes,2023-03-05
O000991,2023-07-28,C0189,Customer 0189,Repeat,Consumer,North,Rajasthan,Jaipur,Technology,Accessories,P011,Wireless Mouse,2136.05,2,0.05,871.4,1264.65,No,2023-01-16
O001006,2023-07-28,C0474,Customer 0474,New,Corporate,West,Gujarat,Surat,Furniture,Tables,P003,Office Desk,10363.5,1,0.15,5379.66,4983.85,No,2023-07-28
O001074,2023-07-28,C0317,Customer 0317,Repeat,Corporate,North,Delhi,Delhi,Technology,Monitors,P013,27-inch Monitor,17702.78,1,0.1,8703.04,8999.74,No,2023-06-15
O001104,2023-07-28,C0357,Customer 0357,New,Consumer,West,Maharashtra,Mumbai,Technology,Accessories,P012,Mechanical Keyboard,4184.6,2,0.2,1892.02,-114.63,Yes,2023-07-28
O001110,2023-07-28,C0934,Customer 0934,Repeat,Corporate,East,Assam,Guwahati,Office Supplies,Writing,P010,Premium Pen Set,612.02,1,0.1,243.89,368.14,No,2023-06-30
O000998,2023-07-29,C1032,Customer 1032,New,Consumer,North,Chandigarh,Chandigarh,Furniture,Office Furniture,P001,Laptop Stand,1213.15,1,0.05,508.15,705.0,No,2023-07-29
O001025,2023-07-29,C1193,Customer 1193,Repeat,Corporate,South,Kerala,Kochi,Technology,Accessories,P011,Wireless Mouse,1007.14,1,0.05,410.52,596.62,No,2023-03-23
O001057,2023-07-29,C0069,Customer 0069,Repeat,Consumer,North,Delhi,Delhi,Office Supplies,Lighting,P005,LED Desk Lamp,4959.25,4,0.1,2093.28,2865.96,No,2023-02-03
O001105,2023-07-29,C1377,Customer 1377,Repeat,Small Business,South,Tamil Nadu,Chennai,Technology,Accessories,P011,Wireless Mouse,1942.19,2,0.15,788.52,1153.67,No,2023-01-09
O001038,2023-07-30,C0645,Customer 0645,New,Corporate,East,Assam,Guwahati,Office Supplies,Binders,P008,Stapler Set,272.9,1,0.0,101.87,171.03,No,2023-07-30
O001066,2023-07-30,C0940,Customer 0940,Repeat,Consumer,North,Uttar Pradesh,Lucknow,Office Supplies,Lighting,P005,LED Desk Lamp,1333.67,1,0.05,584.17,749.49,No,2023-02-10
O001099,2023-07-30,C0826,Customer 0826,Repeat,Corporate,North,Chandigarh,Chandigarh,Furniture,Chairs,P002,Ergonomic Chair,7128.44,1,0.1,3286.54,3841.9,No,2023-02-08
O001127,2023-07-30,C1438,Customer 1438,New,Corporate,South,Telangana,Hyderabad,Technology,Monitors,P013,27-inch Monitor,66902.59,4,0.1,33226.73,33675.86,No,2023-07-19
O000981,2023-07-31,C0113,Customer 0113,Repeat,Consumer,South,Tamil Nadu,Chennai,Technology,Accessories,P012,Mechanical Keyboard,2395.97,1,0.15,1052.69,1343.28,No,2023-01-23
